StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q2	Q3	Q4	Q5	Q5_9_TEXT	Q6	Q7	HUMS1	HUMS2	HUMS3	HUMS4	HUMS5	HUMS6	HUMS7	HUMS8	HUMS9	HUMS10	HUMS11	HUMS12	HUMS13	MAS1	MAS2	MAS3	MAS4	MAS5	MAS6	MAS7	MAS8	MAS9	MAS10	MAS11	MAS12	MAS13	MAS14	MAS15	MAS16	MAS17	MAS18	MAS19	MAS20	MAS21	MAS22	MAS23	MAS24	MAS25	MAS26	MAS27	MAS28	GOLD1-AE	GOLD2-AE	GOLD3-AE	GOLD4-AE	GOLD5-AE	GOLD6-AE	GOLD7-AE	GOLD8-AE	GOLD9-AE	GOLD1-MT	GOLD2-MT	GOLD3-MT	GOLD4-MT	GOLD5-MT	GOLD6-MT	GOLD7-MT
		IP Address		99	1436	True		SYN_0034							anonymous	EN	I consent to participate in this study	20	Male	Doctorate	English		Advanced	Country A	Always	Often	Sometimes	Sometimes	Often	Always	Often	Often	Almost never	Always	Often	Often	Almost never	Neither agree nor disagree	Strongly agree	Disagree	Completely agree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Completely agree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Agree	Strongly disagree	Completely agree	Agree	Completely agree	Completely disagree	Disagree	Strongly agree	1	Completely disagree	prefer not to say	15-30 min	Completely disagree	Neither agree nor disagree	2	0.5	Disagree	0	0.5	2	Completely disagree
		IP Address		98	404	True		SYN_0035							anonymous	EN	I consent to participate in this study	32	Prefer not to say	Bachelor's degree	Other		Elementary	Country C	Almost never	Almost never	Almost never	Sometimes	Never	Never	Almost never	Never	Almost never	Almost never	Almost never	Never	Almost never	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Completely disagree	Agree	Strongly disagree	Completely disagree	Completely disagree	Completely agree	Completely disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	prefer not to say	Neither agree nor disagree	Strongly agree	2	Completely disagree	Disagree	2 hrs	Agree	Disagree	3	3-4	Neither agree nor disagree	2	10 or more	1	prefer not to say
		IP Address		91	1705	True		SYN_0036							anonymous	EN	I consent to participate in this study	31	Female	Doctorate	Other		Intermediate	Country A	Often	Always	Always	Never	Always		Always	Almost never	Always	Always	Sometimes	Often	Sometimes	Strongly disagree	Strongly disagree	Strongly agree	Neither agree nor disagree	Agree	Strongly disagree	Strongly disagree	Agree	Completely disagree	Strongly agree	Neither agree nor disagree	Completely disagree	Strongly agree	Completely agree	Neither agree nor disagree	Agree	Strongly disagree	Neither agree nor disagree	Agree	Completely agree	Completely disagree	Disagree	Agree	Neither agree nor disagree	Strongly agree	Completely agree	Completely agree	Neither agree nor disagree	prefer not to say	Strongly disagree	Agree	3	Agree	Completely agree	30-60 min	Agree	Strongly disagree	1	5 or more	Strongly agree	1	0.5	0	Completely agree
		IP Address		92	937	True		SYN_0037							anonymous	EN	I consent to participate in this study	41	Male	Doctorate	English		Elementary	Country B	Never	Often	Never	Never	Almost never	Sometimes	Never	Never	Always	Almost never	Almost never	Never	Almost never	Neither agree nor disagree	Completely agree	Strongly disagree	Agree	Disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Completely agree	Disagree	Completely disagree	Strongly disagree	Strongly disagree	Completely disagree	Agree	Strongly disagree	Completely disagree	Completely disagree	Agree	Disagree	Disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Disagree	Strongly disagree	Neither agree nor disagree	prefer not to say	Disagree	Strongly agree	4-6	Neither agree nor disagree	Completely agree	2-3 hrs	Completely agree	Agree	4-5	5 or more	Completely disagree	4-6	1	3	Neither agree nor disagree
		IP Address		92	348	True		SYN_0038							anonymous	EN	I consent to participate in this study	22	Male	Doctorate	Other		Elementary	Country B	Never	Often	Never	Always	Sometimes	Never	Sometimes	Often	Often	Often	Sometimes	Never	Often	Strongly agree	Neither agree nor disagree	Strongly agree	Completely agree	Strongly disagree	Agree	Strongly agree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Strongly disagree	Strongly disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Completely disagree	Disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Disagree	Neither agree nor disagree	Completely agree	7-10	Disagree	Disagree	2 hrs	Completely disagree	Disagree	0	1.5	Neither agree nor disagree	0	3-5	3	Strongly agree
		IP Address		97	469	True		SYN_0039							anonymous	EN	I consent to participate in this study	36	Prefer not to say	Master's degree	Other		Elementary	Country C	Almost never	Sometimes	Sometimes	Almost never	Always	Always	Never	Always	Sometimes	Never	Always	Always	Almost never	Disagree	Completely agree	Completely agree	Agree	Strongly agree	Completely agree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Completely agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Strongly disagree	Agree	Agree	Disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Completely agree	Strongly disagree	3	Strongly disagree	Strongly agree	2 hrs	Strongly disagree	Disagree	0	1	Agree	4-6	2	3	Agree
		IP Address		97	1054	True		SYN_0040							anonymous	EN	I consent to participate in this study	23	Prefer not to say	Bachelor's degree	Other		Elementary	Country B	Often	Often	Always	Always	Always	Always	Almost never	Sometimes	Always	Sometimes	Almost never	Often	Almost never	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Completely agree	Disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Agree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Completely agree	Completely agree	Disagree	Completely agree	Strongly agree	Neither agree nor disagree	Strongly agree	Completely agree	Agree	Completely agree	Completely agree	Agree	Disagree	Strongly disagree	prefer not to say	2	Strongly disagree	prefer not to say	2 hrs	Completely agree	Completely disagree	10 or more	1	Disagree	2	2	4	prefer not to say
		IP Address		100	1775	True		SYN_0041							anonymous	EN	I consent to participate in this study	35	Male	Doctorate	English		Intermediate	Country A	Always	Sometimes	Almost never	Sometimes	Always	Never	Always	Often	Always	Never	Almost never	Sometimes	Sometimes	Strongly agree	Completely disagree	Disagree	Strongly agree	Strongly disagree	Agree	Disagree	Neither agree nor disagree	Agree	Completely agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely agree	Completely agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly disagree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	prefer not to say	7-10	Strongly agree	Agree	0-15 min	Completely agree	Completely disagree	0	1.5	Agree	1	3-5	0	Completely agree
		IP Address		99	684	True		SYN_0042							anonymous	EN	I consent to participate in this study	56	Female	Doctorate	Other		Intermediate	Country C	Sometimes	Sometimes	Never	Often	Almost never	Almost never	Never	Almost never	Sometimes	Always	Almost never	Always	Almost never	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Disagree	Agree	Agree	Strongly agree	Disagree	Disagree	Completely disagree	Completely disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Neither agree nor disagree	Agree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly disagree	Completely agree	Strongly disagree	Agree	Completely disagree	Strongly agree	Completely disagree	Completely agree	7-10	Disagree	Completely agree	60-90 min	Strongly agree	Agree	3	0.5	Completely agree	4-6	3-5	0	Completely agree
		IP Address		91	809	True		SYN_0043							anonymous	EN	I consent to participate in this study	62	Female	Bachelor's degree	Other		Native	Country A	Always	Often	Almost never	Almost never	Sometimes	Always	Often	Often	Always	Always	Almost never	Always	Always	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Strongly agree	Completely agree	Agree	Agree	Strongly agree	Disagree	Completely agree	prefer not to say	prefer not to say	Completely disagree	3	Strongly disagree	Agree	4 hrs or more	Agree	prefer not to say	4-5	1	Disagree	4-6	1	2	Completely agree
		IP Address		97	569	True		SYN_0044							anonymous	EN	I consent to participate in this study	46	Male	Master's degree	Other		Elementary	Country A	Sometimes	Sometimes	Almost never	Often	Sometimes	Often	Never	Never	Sometimes	Never	Sometimes	Often	Sometimes	Completely disagree	Strongly agree	Completely disagree	Disagree	Completely disagree	Strongly agree	Completely disagree	Disagree	Strongly disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Completely disagree	Strongly agree	Strongly disagree	Disagree	Disagree	Disagree	Agree	Agree	Strongly agree	Completely disagree	Completely disagree	Disagree	Strongly agree	Completely disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	11 or more	Strongly disagree	Disagree	prefer not to say	Completely agree	Neither agree nor disagree	4-5	1.5	Completely disagree	0	10 or more	1	Disagree
		IP Address		91	660	True		SYN_0045							anonymous	EN	I consent to participate in this study	54	Male	Doctorate	Other		Elementary	Country C	Sometimes	Almost never	Almost never	Always	Often	Always	Never	Always	Almost never	Almost never	Sometimes	Often	Sometimes	Disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Disagree	Agree	Disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree		Neither agree nor disagree	Completely disagree	Strongly agree	Agree	Disagree	Agree	Agree	Disagree	Strongly disagree	Agree	Disagree	Completely agree	Disagree	Strongly disagree	2	Strongly disagree	prefer not to say	2 hrs	Completely disagree	Completely agree	6-9	0.5	Disagree	2	10 or more	6 or more	Agree
		IP Address		100	1141	True		SYN_0046							anonymous	EN	I consent to participate in this study	34	Prefer not to say	Master's degree	Other		Advanced	Country B	Almost never	Sometimes	Sometimes	Always	Sometimes	Never	Often	Never	Almost never	Almost never	Often	Sometimes	Sometimes	Strongly agree	Neither agree nor disagree	Completely agree	Completely disagree	Strongly agree	Strongly agree	Strongly disagree	Completely disagree	Completely agree	Completely agree	Neither agree nor disagree	Strongly disagree	Agree	Strongly agree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Completely disagree	Disagree	Agree	0	Strongly agree	Strongly disagree	30-60 min	Completely agree	Completely disagree	0	2	Agree	2	2	1	Strongly disagree
		IP Address		99	557	True		SYN_0047							anonymous	EN	I consent to participate in this study	33	Prefer not to say	Doctorate	Other		Advanced	Country B	Sometimes	Sometimes	Often	Never	Often	Always	Sometimes	Always	Sometimes	Always	Almost never	Almost never	Never	Completely agree	Agree	Agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Strongly agree	Disagree	Strongly agree	Disagree	Strongly disagree	Neither agree nor disagree	Agree	Completely agree	Completely agree	Strongly agree	Strongly agree	Completely agree	Completely disagree	Agree	Completely agree	Agree	Agree	Completely agree	Completely agree	Agree	Disagree	Neither agree nor disagree	Agree	7-10	prefer not to say	Neither agree nor disagree	60-90 min	Strongly agree	Neither agree nor disagree	2	1.5	Neither agree nor disagree	2	2	1	Completely agree
		IP Address		98	367	True		SYN_0048							anonymous	EN	I consent to participate in this study	54	Female	Master's degree	English		Advanced	Country C	Always	Often	Sometimes	Sometimes	Often	Always	Always	Always	Almost never	Always	Always	Sometimes	Almost never	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Strongly disagree	Neither agree nor disagree	Strongly agree	Agree	Completely agree	Completely agree	Completely agree	Strongly agree	Neither agree nor disagree	Agree	Completely agree	Completely agree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Strongly agree	Completely agree	Agree	Strongly agree	Completely agree	Strongly agree	3	prefer not to say	prefer not to say	prefer not to say	prefer not to say	Agree	10 or more	1	Agree	0.5	2	6 or more	Neither agree nor disagree
		IP Address		99	932	True		SYN_0049							anonymous	EN	I consent to participate in this study	49	Female	Doctorate	English		Intermediate	Country C	Always	Sometimes	Often	Always	Often	Often	Never	Sometimes	Always	Never	Sometimes	Always	Never	Neither agree nor disagree	Strongly agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Disagree	Completely agree	Strongly agree	Agree	Disagree	Agree	Completely agree	Strongly agree	Disagree	Disagree	Completely agree	Strongly agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Disagree	Completely agree	Strongly disagree	Neither agree nor disagree	Completely agree	Strongly disagree	Agree	Neither agree nor disagree	7-10	prefer not to say	Completely disagree	30-60 min	Completely disagree	Completely agree	6-9	0	prefer not to say	0.5	6-9	2	Neither agree nor disagree
		IP Address		99	972	True		SYN_0050							anonymous	EN	I consent to participate in this study	53	Female	Bachelor's degree	Other		Native	Country C	Often	Almost never	Often	Always	Sometimes		Almost never	Almost never	Sometimes	Often	Never	Often	Almost never	Completely agree	Completely agree	Agree	Completely agree	Completely agree	Disagree	Strongly agree	Neither agree nor disagree	Strongly disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Strongly agree	Completely agree	Agree	Disagree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Disagree		Agree	Agree	Strongly agree	Disagree		Strongly disagree	Disagree	Neither agree nor disagree	1	Agree	Neither agree nor disagree	0-15 min	Strongly agree	Strongly agree	10 or more	1	Strongly disagree	0.5	0	3	Neither agree nor disagree
		IP Address		100	552	True		SYN_0051							anonymous	EN	I consent to participate in this study	49	Prefer not to say	Bachelor's degree	Other		Intermediate	Country C		Almost never	Almost never	Sometimes	Often	Often	Never	Almost never	Always	Often	Sometimes	Almost never	Often	Strongly agree	Completely agree	Completely agree	Completely disagree	Completely agree	Completely disagree	Completely agree	Completely agree	Neither agree nor disagree	Strongly agree	Completely agree	Completely agree	Completely disagree	Strongly agree	Completely disagree	Disagree	Agree	Strongly disagree	Completely agree	Disagree	Completely disagree	Disagree	Strongly disagree	Agree	Strongly agree	Strongly agree	Disagree	Neither agree nor disagree	Strongly agree	Disagree	Strongly disagree	7-10	Strongly agree	Strongly agree	4 hrs or more	Strongly disagree	Strongly disagree	2	1	Disagree	2	3-5	6 or more	Agree
